symmetric,input_dim,latent_dim,target_ratio,ratio,hidden_layers,seed,mse_mean,mse_std,mse_p95,mae_mean,mae_std
True,256,128,2,2.0,2,45,8.710109,12.194177,29.421213626861558,2.1295822,1.3586798
False,256,128,2,2.0,2,45,8.476489,15.906816,31.101176357269274,2.0588846,1.4214892
True,256,128,2,2.0,2,46,9.290585,12.233675,31.497568130493114,2.2437632,1.3958386
False,256,128,2,2.0,2,46,9.838061,16.725065,35.335693168640134,2.2675016,1.5039651
True,256,128,2,2.0,2,47,9.4993725,16.974073,27.468173408508264,2.2313142,1.4992405
False,256,128,2,2.0,2,47,20.709135,34.111557,71.62234878540036,3.252411,2.2548077
True,256,128,2,2.0,2,48,14.435589,18.614801,44.378900337219136,2.7926373,1.775725
False,256,128,2,2.0,2,48,8.583114,10.827433,29.021603393554678,2.2029502,1.2703391
True,256,128,2,2.0,2,49,8.668552,16.11583,31.4427171707153,2.0152223,1.5343777
False,256,128,2,2.0,2,49,8.215467,16.174807,25.691656494140577,1.9850894,1.4688569
True,256,64,4,4.0,2,0,7.57727,10.174108,21.875816059112516,2.0673673,1.1948695
False,256,64,4,4.0,2,0,10.800044,21.032406,35.07688617706299,2.299383,1.7610396
True,256,64,4,4.0,2,1,27.620749,38.552963,71.65051002502439,3.962584,2.1765115
False,256,64,4,4.0,2,1,8.533909,13.323533,20.796675300598142,2.110358,1.4457672
True,256,64,4,4.0,2,2,19.550503,31.638311,58.367241859435914,3.2339585,2.139479
False,256,64,4,4.0,2,2,10.033772,27.276743,19.980074787139873,2.1500247,1.7734717
True,256,64,4,4.0,2,3,13.192288,15.357743,35.96848373413083,2.7244825,1.5529805
False,256,64,4,4.0,2,3,8.412287,12.592714,30.515989112853966,2.1321633,1.3736172
True,256,64,4,4.0,2,4,11.623745,17.023167,52.24261627197257,2.4871352,1.6636583
False,256,64,4,4.0,2,4,8.19871,11.210182,29.21231603622434,2.1059406,1.3126851
True,256,64,4,4.0,2,5,14.384018,20.925133,51.44463596343989,2.7900681,1.8193526
False,256,64,4,4.0,2,5,8.010374,13.005009,27.670642662048298,2.032174,1.3543174
True,256,64,4,4.0,2,6,23.22371,38.463123,79.51410942077634,3.4035687,2.44509
False,256,64,4,4.0,2,6,9.146662,12.095722,26.332294273376455,2.262105,1.3760233
True,256,64,4,4.0,2,7,22.596888,100.12543,43.9429836273193,2.6741784,3.2610247
False,256,64,4,4.0,2,7,9.796808,16.82005,40.22644033431989,2.2713284,1.5351257
True,256,64,4,4.0,2,8,12.372128,28.36845,35.91605491638182,2.4822888,1.8650141
False,256,64,4,4.0,2,8,8.79354,13.493522,38.66065483093257,2.1257954,1.456522
True,256,64,4,4.0,2,9,9.764539,14.196927,37.66273632049556,2.3239486,1.4509186
False,256,64,4,4.0,2,9,9.90493,17.784996,39.59806308746332,2.179996,1.6601906
True,256,64,4,4.0,2,10,9.368278,20.782326,31.675133705139128,2.078618,1.6742842
False,256,64,4,4.0,2,10,11.704477,29.632248,43.63271789550766,2.2441895,1.9835373
True,256,64,4,4.0,2,11,13.868667,20.654987,47.658285903930484,2.765471,1.7068915
False,256,64,4,4.0,2,11,12.303959,25.421064,52.44866180419906,2.3328865,1.9298857
True,256,64,4,4.0,2,12,10.236433,18.529583,28.42282209396362,2.2770777,1.5284479
False,256,64,4,4.0,2,12,9.256823,12.080892,35.00829401016229,2.2395065,1.4591225
True,256,64,4,4.0,2,13,11.824336,22.6791,50.90907135009754,2.3394318,1.8480501
False,256,64,4,4.0,2,13,8.882883,14.597147,27.853453922271697,2.1198118,1.4529026
True,256,64,4,4.0,2,14,7.7929735,14.075565,28.25824108123779,1.9640772,1.3926053
False,256,64,4,4.0,2,14,8.678601,14.609709,30.84163732528686,2.0479784,1.5016291
True,256,64,4,4.0,2,15,11.896779,13.773604,40.587819290161136,2.6499627,1.5040736
False,256,64,4,4.0,2,15,15.298443,46.363945,48.108468246459914,2.4378092,2.44331
True,256,64,4,4.0,2,16,11.358164,16.821596,39.60063838958736,2.480504,1.5496126
False,256,64,4,4.0,2,16,11.011752,12.703601,37.343124771118134,2.5465477,1.4003237
True,256,64,4,4.0,2,17,11.089957,29.613213,33.33972358703612,2.2227988,1.8587648
False,256,64,4,4.0,2,17,9.188603,14.267977,36.00009498596188,2.1310377,1.564735
True,256,64,4,4.0,2,18,8.508985,12.951659,29.21246633529659,2.1071937,1.3245821
False,256,64,4,4.0,2,18,11.36254,22.00132,47.78232707977287,2.399507,1.763626
True,256,64,4,4.0,2,19,10.883966,22.519194,40.57836704254141,2.3156571,1.7386242
False,256,64,4,4.0,2,19,13.872971,21.789845,42.96118545532217,2.750772,1.6865076
True,256,64,4,4.0,2,20,14.614239,27.668177,56.14716491699193,2.671519,2.123731
False,256,64,4,4.0,2,20,13.269204,16.01836,39.95222835540771,2.7145925,1.6247267
True,256,64,4,4.0,2,21,13.514605,24.344246,38.041126823425266,2.5653288,1.9579892
False,256,64,4,4.0,2,21,7.903686,10.706545,33.04656229019156,2.0628636,1.2899948
True,256,64,4,4.0,2,22,13.522119,25.039797,51.47880840301506,2.5085394,2.0788195
False,256,64,4,4.0,2,22,18.006336,59.407776,51.46916294097879,2.6437223,2.6703641
True,256,64,4,4.0,2,23,10.287356,16.044426,36.474545097351054,2.2913308,1.5901686
False,256,64,4,4.0,2,23,10.214061,25.191446,29.771394062042187,2.153916,1.8012208
True,256,64,4,4.0,2,24,11.200408,24.046635,31.90147275924681,2.2871828,1.8467219
False,256,64,4,4.0,2,24,9.964028,20.041706,32.65596857070916,2.1877258,1.6773247
True,256,64,4,4.0,2,25,15.285884,40.807667,51.23257808685292,2.6256828,2.2701938
False,256,64,4,4.0,2,25,10.580152,25.929518,27.217660331726034,2.2011683,1.817466
True,256,64,4,4.0,2,26,11.716944,23.18308,60.71100807189933,2.3349462,1.9198093
False,256,64,4,4.0,2,26,7.3954635,10.311096,25.8150690078735,1.9598788,1.2694203
True,256,64,4,4.0,2,27,10.774943,18.655699,47.33029499053938,2.352213,1.6034197
False,256,64,4,4.0,2,27,16.007122,48.38048,45.167467498779295,2.5286438,2.4366155
True,256,64,4,4.0,2,28,11.159687,19.55505,31.45163183212279,2.3512077,1.7456985
False,256,64,4,4.0,2,28,7.1997604,10.161902,29.36972074508664,1.9190032,1.2846565
True,256,64,4,4.0,2,29,11.4348955,29.507948,32.06150245666501,2.2311723,1.9319631
False,256,64,4,4.0,2,29,15.090643,45.591686,37.937874317169076,2.5565188,2.2617931
True,256,64,4,4.0,2,30,11.3468075,20.485317,38.11446132659911,2.422584,1.6719271
False,256,64,4,4.0,2,30,11.019577,14.4188175,36.02149887084958,2.4996576,1.4665742
True,256,64,4,4.0,2,31,14.626873,22.604702,46.41635341644287,2.834341,1.7645067
False,256,64,4,4.0,2,31,8.165019,12.520864,28.613744354248034,2.087253,1.3709024
True,256,64,4,4.0,2,32,23.731524,40.01854,68.10981330871574,3.5572567,2.4129827
False,256,64,4,4.0,2,32,14.582379,26.099102,34.737648963928216,2.768365,1.8437595
True,256,64,4,4.0,2,33,12.284212,19.792246,38.81562900543209,2.5371494,1.7467732
False,256,64,4,4.0,2,33,9.41205,11.749545,37.00042572021482,2.293937,1.3797516
True,256,64,4,4.0,2,34,9.197368,10.955871,27.307374668121337,2.3057852,1.3181086
False,256,64,4,4.0,2,34,13.270414,23.956997,39.88244285583495,2.634095,1.8189112
True,256,64,4,4.0,2,35,8.856817,16.618864,28.17651786804197,2.135989,1.4580945
False,256,64,4,4.0,2,35,9.033673,16.442173,36.345243453979336,2.1118042,1.5600706
True,256,64,4,4.0,2,36,15.429519,43.981865,51.4566701889038,2.6584454,2.2888117
False,256,64,4,4.0,2,36,9.902497,16.725657,32.68142738342283,2.3008015,1.5120096
True,256,64,4,4.0,2,37,13.717669,21.565447,61.491754531860245,2.5845256,1.8753239
False,256,64,4,4.0,2,37,9.390809,14.265828,32.72624864578241,2.23208,1.4931453
True,256,64,4,4.0,2,38,10.531226,19.176117,34.346953773498505,2.339473,1.6371914
False,256,64,4,4.0,2,38,11.9492035,17.891315,40.13598632812497,2.563286,1.6411303
True,256,64,4,4.0,2,39,11.2506,31.070244,29.11297912597646,2.2312734,1.9348984
False,256,64,4,4.0,2,39,9.56844,17.369404,34.826888656616134,2.1389017,1.6251527
True,256,64,4,4.0,2,40,9.790148,25.570238,23.628873157501182,2.0101504,1.7677139
False,256,64,4,4.0,2,40,8.52698,10.100101,25.86252727508541,2.2112417,1.240041
True,256,64,4,4.0,2,41,11.921627,20.310366,36.03814449310296,2.5303888,1.6844294
False,256,64,4,4.0,2,41,12.896254,22.541641,40.34585075378413,2.5023801,1.870757
True,256,64,4,4.0,2,42,10.190164,18.359407,29.13890190124509,2.2379754,1.6510512
False,256,64,4,4.0,2,42,9.503836,11.479826,38.13060455322257,2.3128114,1.3413229
True,256,64,4,4.0,2,43,9.823522,20.837011,33.28450946807851,2.1567423,1.652691
False,256,64,4,4.0,2,43,10.367651,18.920225,29.10033750534056,2.3348875,1.5620685
True,256,64,4,4.0,2,44,13.375213,19.828463,41.9796417236328,2.7067003,1.729687
False,256,64,4,4.0,2,44,10.935093,22.770813,38.80396385192866,2.2641592,1.7810968
True,256,64,4,4.0,2,45,12.604417,23.376518,35.777178192138656,2.559715,1.7681835
False,256,64,4,4.0,2,45,10.080608,13.468365,33.40659732818598,2.4048553,1.4449315
True,256,64,4,4.0,2,46,10.704279,22.18301,28.876366615295407,2.2885616,1.7191846
False,256,64,4,4.0,2,46,9.670962,17.556166,34.82462348937985,2.1191802,1.5982246
True,256,64,4,4.0,2,47,10.001779,17.694277,40.87662048339842,2.204292,1.6223372
False,256,64,4,4.0,2,47,9.657122,13.412143,42.72400779724116,2.2640371,1.4868228
True,256,64,4,4.0,2,48,23.630672,42.948116,96.90294189453087,3.4844534,2.5892031
False,256,64,4,4.0,2,48,9.626794,18.402702,24.875878620147688,2.134573,1.6840233
True,256,64,4,4.0,2,49,33.535637,48.068787,121.43332862853967,4.1906333,2.740361
False,256,64,4,4.0,2,49,8.828703,12.021056,34.648544692993106,2.191352,1.3591259
True,256,32,8,8.0,2,0,19.473711,60.69623,45.662482261657715,2.8889527,2.6650395
False,256,32,8,8.0,2,0,16.211185,24.709375,46.411576652526804,2.9143887,1.9527401
True,256,32,8,8.0,2,1,11.503865,16.069927,50.06873188018789,2.5063486,1.5860724
False,256,32,8,8.0,2,1,15.853281,28.173252,39.053769493103,2.9191775,1.9120138
True,256,32,8,8.0,2,2,15.331307,28.022957,46.69636135101305,2.7765899,2.065435
False,256,32,8,8.0,2,2,17.34241,51.777657,46.806333541870046,2.792985,2.4480577
True,256,32,8,8.0,2,3,10.072164,20.950445,34.580701828002894,2.1827848,1.7396505
False,256,32,8,8.0,2,3,12.374187,24.622347,45.344473648071165,2.5596328,1.800184
True,256,32,8,8.0,2,4,13.930104,25.20057,41.35103492736811,2.8074186,1.7893964
False,256,32,8,8.0,2,4,13.691119,29.389473,56.24340991973859,2.5111377,2.0617175
True,256,32,8,8.0,2,5,12.177782,25.723228,57.068981933593534,2.43263,1.913146
False,256,32,8,8.0,2,5,15.252522,52.080986,34.68821487426747,2.6338325,2.279342
True,256,32,8,8.0,2,6,11.125086,19.148602,33.699810600280756,2.4400017,1.6714462
False,256,32,8,8.0,2,6,10.195665,15.571328,46.77206840515135,2.308442,1.6002058
True,256,32,8,8.0,2,7,11.251597,16.822447,36.846072387695294,2.4934783,1.57993
False,256,32,8,8.0,2,7,11.755844,16.595453,51.861403846740686,2.5018024,1.6511121
True,256,32,8,8.0,2,8,14.98821,30.222855,49.96215381622311,2.8071175,2.0152512
False,256,32,8,8.0,2,8,13.900693,35.230125,54.1238063812255,2.4194443,2.202964
True,256,32,8,8.0,2,9,10.97924,18.613983,42.44598999023432,2.3953607,1.6901246
False,256,32,8,8.0,2,9,12.234329,25.0948,37.53126792907714,2.4858227,1.8288618
True,256,32,8,8.0,2,10,10.866919,19.157742,44.0532827377319,2.3610237,1.6679164
False,256,32,8,8.0,2,10,15.491887,48.857204,43.775476074218545,2.695622,2.2350647
True,256,32,8,8.0,2,11,12.111141,18.88445,49.35289802551267,2.5272205,1.7787834
False,256,32,8,8.0,2,11,13.735736,41.435265,40.7328174591064,2.4926314,2.199802
True,256,32,8,8.0,2,12,12.651871,23.02732,52.70318584442131,2.508439,1.9064729
False,256,32,8,8.0,2,12,15.489262,44.028843,41.01195659637443,2.7389107,2.1983414
True,256,32,8,8.0,2,13,16.410145,32.624,52.06786556243894,2.9251816,2.080325
False,256,32,8,8.0,2,13,11.1931,25.34908,44.06652088165281,2.3061538,1.82526
True,256,32,8,8.0,2,14,13.944973,29.33508,40.397159004211375,2.598278,2.0619287
False,256,32,8,8.0,2,14,13.222869,40.94034,44.30570621490473,2.4365578,2.1071417
True,256,32,8,8.0,2,15,22.921333,44.195396,94.5498039245605,3.3053925,2.5976777
False,256,32,8,8.0,2,15,17.721443,60.483532,51.89357471466061,2.7340019,2.6072881
True,256,32,8,8.0,2,16,15.80026,28.834427,44.28435039520262,2.9447303,1.9432884
False,256,32,8,8.0,2,16,18.296944,53.955563,43.94434623718259,2.9572628,2.3455782
True,256,32,8,8.0,2,17,11.567518,19.35281,37.37651615142814,2.4882228,1.71912
False,256,32,8,8.0,2,17,13.44013,40.49111,40.45856628417968,2.3986213,2.232718
True,256,32,8,8.0,2,18,12.767163,25.713295,54.83903846740722,2.430175,2.018764
False,256,32,8,8.0,2,18,10.936228,21.507463,31.402801704406734,2.3926494,1.6648622
True,256,32,8,8.0,2,19,16.21305,40.968193,41.594371223449706,2.8661585,2.0620918
False,256,32,8,8.0,2,19,12.018934,23.958498,40.044724273681595,2.4728782,1.8247243
True,256,32,8,8.0,2,20,10.625437,16.792387,51.60811729431141,2.3328686,1.6887378
False,256,32,8,8.0,2,20,9.52023,12.893104,39.78700180053706,2.267005,1.4323549
True,256,32,8,8.0,2,21,12.914395,16.451221,40.441883659362766,2.7200894,1.6113822
False,256,32,8,8.0,2,21,12.064372,27.872517,44.20758857727047,2.3783445,1.9520205
True,256,32,8,8.0,2,22,11.784688,22.430809,49.74301757812494,2.421736,1.7965117
False,256,32,8,8.0,2,22,12.170324,18.454706,55.89642391204815,2.5052934,1.7305288
True,256,32,8,8.0,2,23,11.542818,25.751589,28.41570358276367,2.3984656,1.7918556
False,256,32,8,8.0,2,23,13.506589,37.49668,52.26109771728499,2.4550083,2.1520536
True,256,32,8,8.0,2,24,24.093832,64.52974,57.10530624389644,3.395302,2.643743
False,256,32,8,8.0,2,24,11.651462,18.06324,40.662855911254844,2.4915543,1.6291821
True,256,32,8,8.0,2,25,13.129282,21.666769,48.34527721405027,2.5830019,1.9254851
False,256,32,8,8.0,2,25,19.915401,65.274864,65.3941387176512,2.7337298,2.880673
True,256,32,8,8.0,2,26,12.001417,17.194817,39.61252555847163,2.6080754,1.6035829
False,256,32,8,8.0,2,26,16.484045,50.763405,53.554046058654656,2.745919,2.3221288
True,256,32,8,8.0,2,27,15.673215,25.110964,45.01769714355466,2.926301,1.8989308
False,256,32,8,8.0,2,27,18.589027,49.374313,55.82858676910388,2.8233771,2.5881963
True,256,32,8,8.0,2,28,15.912221,40.44763,45.941470909118614,2.7881966,2.213312
False,256,32,8,8.0,2,28,13.635119,29.215134,58.2323329925536,2.5148716,2.100623
True,256,32,8,8.0,2,29,14.709299,31.825918,60.93057346343971,2.621904,2.1454842
False,256,32,8,8.0,2,29,14.709449,28.47559,58.818516540527234,2.74256,1.9817488
True,256,32,8,8.0,2,30,11.547997,14.079981,38.94985942840573,2.5687885,1.4708604
False,256,32,8,8.0,2,30,10.802121,17.922955,42.71321506500237,2.3137267,1.7238693
True,256,32,8,8.0,2,31,13.047501,24.502762,58.11643371582009,2.5323312,1.9376951
False,256,32,8,8.0,2,31,11.9499855,25.038103,47.801237106323164,2.4491918,1.8556983
True,256,32,8,8.0,2,32,11.735174,17.672249,46.394955062866124,2.4654367,1.6583948
False,256,32,8,8.0,2,32,13.133522,21.220724,50.8542703628539,2.6167758,1.8343061
True,256,32,8,8.0,2,33,11.895149,16.697899,45.64448204040526,2.5122302,1.731365
False,256,32,8,8.0,2,33,11.129898,16.980532,51.420336723327594,2.396448,1.7166238
True,256,32,8,8.0,2,34,14.993442,32.01046,61.32287940978995,2.5591245,2.2147286
False,256,32,8,8.0,2,34,13.030378,21.391499,52.6163805007933,2.566303,1.8899057
True,256,32,8,8.0,2,35,17.549107,37.66806,55.44998130798336,2.9026363,2.3292422
False,256,32,8,8.0,2,35,15.259628,34.96283,41.64970550537104,2.8249052,2.013006
True,256,32,8,8.0,2,36,13.516028,26.403933,47.330983734130825,2.5979564,1.9894798
False,256,32,8,8.0,2,36,10.147483,18.460276,27.49638013839721,2.237931,1.6511521
True,256,32,8,8.0,2,37,11.705521,22.728088,34.55201978683464,2.485609,1.7476083
False,256,32,8,8.0,2,37,17.04023,60.83254,47.38763370513912,2.5596218,2.604694
True,256,32,8,8.0,2,38,11.636739,18.611677,51.096756744384756,2.380839,1.826719
False,256,32,8,8.0,2,38,16.56053,62.59812,40.0998022079467,2.4968383,2.6278508
True,256,32,8,8.0,2,39,19.53742,60.051964,59.84685516357406,2.9228253,2.6354756
False,256,32,8,8.0,2,39,11.917852,20.610703,42.77180767059319,2.5157483,1.7434812
True,256,32,8,8.0,2,40,13.972749,28.88321,42.481301498413,2.6666076,1.9680033
False,256,32,8,8.0,2,40,10.445413,16.987837,42.065718841552666,2.336375,1.5980755
True,256,32,8,8.0,2,41,14.658699,24.69048,60.129451751708785,2.723161,1.9859499
False,256,32,8,8.0,2,41,18.832954,37.96194,69.63089599609371,2.9905374,2.4235382
True,256,32,8,8.0,2,42,11.966436,25.163,63.278528404235665,2.3508613,1.9518316
False,256,32,8,8.0,2,42,8.900725,10.544868,31.75885391235346,2.2425492,1.3057891
True,256,32,8,8.0,2,43,15.866384,39.944637,74.01834716796853,2.6512134,2.3545585
False,256,32,8,8.0,2,43,10.904763,27.119968,33.666427040100075,2.2554986,1.8597991
True,256,32,8,8.0,2,44,15.215027,41.781525,50.18254203796376,2.6978068,2.1263938
False,256,32,8,8.0,2,44,14.265512,29.359644,62.27136039733864,2.601953,2.1223361
True,256,32,8,8.0,2,45,11.3925495,23.440928,49.69175777435288,2.309405,1.9005462
False,256,32,8,8.0,2,45,13.982928,29.051838,45.53699474334709,2.54136,2.084
True,256,32,8,8.0,2,46,10.886038,16.190603,42.5972192764282,2.3742805,1.6403913
False,256,32,8,8.0,2,46,11.513783,30.965336,28.107421875,2.2799995,1.9418536
True,256,32,8,8.0,2,47,11.133761,19.280422,44.488834571838304,2.3707764,1.7394794
False,256,32,8,8.0,2,47,11.07003,18.456877,45.929660987853985,2.3889844,1.7054734
True,256,32,8,8.0,2,48,11.669094,26.005566,29.289050102233876,2.400657,1.8660506
False,256,32,8,8.0,2,48,18.865757,71.5622,49.683082199096546,2.6676261,2.7885036
True,256,32,8,8.0,2,49,16.16797,43.037716,43.8064517974853,2.807044,2.216612
False,256,32,8,8.0,2,49,13.511067,27.623669,56.72513427734372,2.5355012,2.0126674
True,256,16,16,16.0,2,0,26.269709,82.61119,61.374812507629336,3.48543,2.870574
False,256,16,16,16.0,2,0,15.3737545,19.051928,40.73103084564208,3.020555,1.6223661
True,256,16,16,16.0,2,1,10.911274,17.055473,29.618351459503156,2.423165,1.5565118
False,256,16,16,16.0,2,1,15.545041,37.76198,54.35263137817369,2.675024,2.1892948
True,256,16,16,16.0,2,2,13.47409,21.07832,53.103077507018995,2.67326,1.7355447
False,256,16,16,16.0,2,2,16.230335,29.445654,44.94768161773678,2.9898493,1.8291745
True,256,16,16,16.0,2,3,17.81901,66.92745,39.759172248840294,2.7454038,2.4977944
False,256,16,16,16.0,2,3,28.095814,74.47211,67.14687023162823,3.7768683,2.7088594
True,256,16,16,16.0,2,4,13.191588,21.498602,53.46127090454088,2.5869937,1.8133304
False,256,16,16,16.0,2,4,15.214994,32.024117,48.95345726013177,2.7137637,2.0687163
True,256,16,16,16.0,2,5,15.571566,33.487926,41.35734233856198,2.8846648,1.9335586
False,256,16,16,16.0,2,5,17.68499,46.43388,51.385537528991684,2.7374456,2.4607573
True,256,16,16,16.0,2,6,18.585499,36.875275,65.3850265502928,2.9803123,2.408767
False,256,16,16,16.0,2,6,24.758354,47.516724,95.06626815795877,3.416729,2.7293215
True,256,16,16,16.0,2,7,13.397479,21.506577,56.611063957214355,2.6195033,1.8457651
False,256,16,16,16.0,2,7,16.324968,44.19137,50.32493991851806,2.6528013,2.34683
True,256,16,16,16.0,2,8,13.514118,20.81765,40.112430191040026,2.7576976,1.7154986
False,256,16,16,16.0,2,8,22.068396,64.47343,60.24827499389641,2.9402983,2.920385
True,256,16,16,16.0,2,9,15.1968775,18.706915,57.86918811798092,2.8755033,1.8352836
False,256,16,16,16.0,2,9,13.817785,21.576323,46.70743751525877,2.697749,1.7541785
True,256,16,16,16.0,2,10,12.328341,14.937233,43.92596092224113,2.6488757,1.5162404
False,256,16,16,16.0,2,10,13.126283,28.52207,47.86960411071763,2.500039,1.9662116
True,256,16,16,16.0,2,11,16.33807,24.491592,49.583667182922206,2.9423473,1.9194009
False,256,16,16,16.0,2,11,13.683741,32.149788,38.05873908996581,2.6385403,1.8577052
True,256,16,16,16.0,2,12,28.60895,84.230095,65.12096767425534,3.7333808,2.9195366
False,256,16,16,16.0,2,12,13.654239,21.42135,47.554427719116156,2.6845868,1.8024071
True,256,16,16,16.0,2,13,11.9202,14.370608,41.75458278655999,2.6121225,1.5247823
False,256,16,16,16.0,2,13,16.517963,41.723354,62.505309295654214,2.7147665,2.3653061
True,256,16,16,16.0,2,14,14.135757,29.388653,44.35703697204583,2.603155,2.0228872
False,256,16,16,16.0,2,14,16.678171,34.207584,48.43408489227293,2.919059,2.09092
True,256,16,16,16.0,2,15,19.427872,23.343214,56.894124603271436,3.372034,1.8936126
False,256,16,16,16.0,2,15,12.8459425,19.53753,52.35097503662107,2.6434915,1.6718076
True,256,16,16,16.0,2,16,17.297878,28.383541,47.56217269897458,3.0805085,1.9380336
False,256,16,16,16.0,2,16,25.997631,78.00996,60.72648277282703,3.4525533,2.8791015
True,256,16,16,16.0,2,17,14.761541,29.896936,39.27895660400387,2.7920547,1.8357729
False,256,16,16,16.0,2,17,13.236428,16.087196,47.33003501892083,2.788729,1.5053214
True,256,16,16,16.0,2,18,16.974745,46.896255,47.7318733215332,2.795361,2.2783608
False,256,16,16,16.0,2,18,11.319349,21.907118,35.877089500427196,2.3730614,1.7324646
True,256,16,16,16.0,2,19,13.321885,21.663788,42.863650894165005,2.689506,1.7889237
False,256,16,16,16.0,2,19,22.731203,69.5011,51.30550632476803,3.255906,2.6820056
True,256,16,16,16.0,2,20,11.878902,27.841564,42.378576755523554,2.4057767,1.766455
False,256,16,16,16.0,2,20,18.259758,39.026817,57.02288417816152,2.9354532,2.3161848
True,256,16,16,16.0,2,21,13.230572,19.938227,57.18984565734849,2.6572292,1.834708
False,256,16,16,16.0,2,21,20.516735,65.8623,43.89773883819565,2.9452002,2.6659703
True,256,16,16,16.0,2,22,21.678457,107.11171,32.81282787322997,2.7953856,2.9946692
False,256,16,16,16.0,2,22,15.041809,33.346256,55.59968414306627,2.630039,2.140886
True,256,16,16,16.0,2,23,12.745207,18.71238,34.463356018066406,2.6905468,1.6118019
False,256,16,16,16.0,2,23,23.451939,68.44919,54.14098396301269,3.4189756,2.5811303
True,256,16,16,16.0,2,24,12.34507,23.782616,42.414414215087824,2.4942641,1.8119795
False,256,16,16,16.0,2,24,22.038647,74.52086,50.87858848571776,2.995578,2.8810153
True,256,16,16,16.0,2,25,11.295083,19.262787,46.830219078063934,2.4175167,1.6644543
False,256,16,16,16.0,2,25,11.546042,18.900581,29.23424854278564,2.5157764,1.5577743
True,256,16,16,16.0,2,26,12.200669,30.638893,31.77386636734007,2.3904724,1.8954021
False,256,16,16,16.0,2,26,14.844041,24.899012,52.394676208496065,2.8308144,1.8700954
True,256,16,16,16.0,2,27,13.54995,32.994656,34.9860956192016,2.6343958,1.8917927
False,256,16,16,16.0,2,27,14.010778,25.104061,62.92876548767066,2.6125176,1.9077808
True,256,16,16,16.0,2,28,23.461893,34.236263,73.70660896301266,3.5557146,2.2190223
False,256,16,16,16.0,2,28,11.765131,20.29262,47.55369110107413,2.4604232,1.7324015
True,256,16,16,16.0,2,29,13.702191,19.838535,54.68269195556627,2.7114701,1.7996528
False,256,16,16,16.0,2,29,20.733465,65.22195,49.63061733245848,3.1504622,2.5013802
True,256,16,16,16.0,2,30,13.815882,22.17034,43.87013587951656,2.6570754,1.8683277
False,256,16,16,16.0,2,30,27.694796,102.3376,52.482000732421795,3.3758283,3.1747797
True,256,16,16,16.0,2,31,13.476802,20.113108,41.35090084075927,2.6440508,1.7674431
False,256,16,16,16.0,2,31,19.636316,54.380604,58.51712760925292,3.081464,2.3900082
True,256,16,16,16.0,2,32,14.066826,20.479132,44.80636100769042,2.819067,1.7070041
False,256,16,16,16.0,2,32,17.894445,34.536003,51.15758438110351,3.101377,2.076733
True,256,16,16,16.0,2,33,12.8848095,16.878927,41.812143707275354,2.605867,1.6852173
False,256,16,16,16.0,2,33,25.118862,60.98938,61.23934822082514,3.467633,2.7297351
True,256,16,16,16.0,2,34,15.060041,31.891489,38.514170837402304,2.8165848,1.9145743
False,256,16,16,16.0,2,34,14.381033,35.596443,49.396075248718155,2.5823247,2.1010633
True,256,16,16,16.0,2,35,24.110123,72.7308,49.535320281982415,3.430116,2.6364074
False,256,16,16,16.0,2,35,14.210831,25.12931,49.94076366424556,2.7240875,1.8038757
True,256,16,16,16.0,2,36,12.28024,25.73142,38.10147094726562,2.4505382,1.7966483
False,256,16,16,16.0,2,36,25.968542,87.255424,58.03502750396715,3.3886166,2.9316583
True,256,16,16,16.0,2,37,10.676445,12.974252,36.600680160522444,2.4459798,1.4625396
False,256,16,16,16.0,2,37,22.5182,39.42766,60.07531604766842,3.5741625,2.1803074
True,256,16,16,16.0,2,38,12.775221,21.176826,48.43499641418455,2.574709,1.7956116
False,256,16,16,16.0,2,38,22.084368,55.85781,67.6025306701658,3.2739224,2.5389206
True,256,16,16,16.0,2,39,12.621426,18.844624,53.574165344238175,2.552017,1.7672724
False,256,16,16,16.0,2,39,18.473852,48.362003,54.26562862396239,2.811265,2.5390904
True,256,16,16,16.0,2,40,10.462486,12.006673,24.81306972503662,2.4755757,1.3135856
False,256,16,16,16.0,2,40,14.231212,27.090546,57.14783935546861,2.7350557,1.8618351
True,256,16,16,16.0,2,41,10.122895,12.438375,37.37585086822507,2.36562,1.4598485
False,256,16,16,16.0,2,41,14.154187,24.62571,47.41029243469227,2.7491221,1.8629134
True,256,16,16,16.0,2,42,11.873644,16.101248,42.6454906463623,2.5404909,1.6007628
False,256,16,16,16.0,2,42,13.933057,40.452923,40.10999622344961,2.487107,2.0562267
True,256,16,16,16.0,2,43,13.1784115,23.752148,37.724393463134724,2.6467042,1.7833359
False,256,16,16,16.0,2,43,14.107993,27.68946,49.23735313415519,2.6392086,1.959597
True,256,16,16,16.0,2,44,14.852826,19.476954,47.91473827362059,2.9289417,1.7269235
False,256,16,16,16.0,2,44,16.235432,35.933567,56.47323951721189,2.7855895,2.181467
True,256,16,16,16.0,2,45,12.992173,21.87395,32.71392602920529,2.6639068,1.7095996
False,256,16,16,16.0,2,45,15.774274,34.3389,50.570382308959836,2.7895927,2.0711432
True,256,16,16,16.0,2,46,18.424185,37.62778,56.053952980041494,3.0514147,2.1796029
False,256,16,16,16.0,2,46,20.635273,58.788082,62.55191192626939,3.1234124,2.5121558
True,256,16,16,16.0,2,47,15.977317,27.98948,60.3477012634277,2.8812654,2.0541272
